scrape_date,title,price,brand,category,variant
2025-01-09 10:49:40,Microsoft Xbox Series S - 512GB weiß,290.42,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,442.65,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,513.09,Microsoft,Konsolen,neu
2025-01-09 10:49:40,Microsoft Xbox Series S - 512GB weiß,233.29,Microsoft,Konsolen,gut
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,569.96,Microsoft,Konsolen,neu
2025-01-09 10:49:40,Microsoft Xbox Series S - 512GB weiß,251.29,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series S - 1TB carbon black,280.63,Microsoft,Konsolen,gut
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,450.91,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series S - 1TB carbon black,393.94,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,219.56,Microsoft,Konsolen/Xbox,sehr gut
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,324.12,Microsoft,Konsolen/Xbox,wie neu
2025-01-09 10:49:40,Microsoft Xbox Series S - 512GB weiß,216.59,Microsoft,Konsolen,gut
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,284.15,Microsoft,Konsolen/Xbox,sehr gut
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,238.19,Microsoft,Konsolen/Xbox,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,534.72,Microsoft,Konsolen,neu
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,229.23,Microsoft,Konsolen/Xbox,sehr gut
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,193.81,Microsoft,Konsolen/Xbox,gut
2025-01-09 10:49:40,Microsoft Xbox Series S - 512GB weiß,414.59,Microsoft,Konsolen,neu
2025-01-09 10:49:40,Microsoft Xbox Series S - 1TB carbon black,351.32,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series S - 512GB weiß,273.73,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series S - 1TB carbon black,349.24,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series S - 1TB carbon black,492.04,Microsoft,Konsolen,neu
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,463.11,Microsoft,Konsolen,sehr gut
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,225.55,Microsoft,Konsolen/Xbox,sehr gut
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,360.35,Microsoft,Konsolen,gut
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,493.32,Microsoft,Konsolen,wie neu
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,547.17,Microsoft,Konsolen,neu
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,308.96,Microsoft,Konsolen/Xbox,neu
2025-01-09 10:49:40,Microsoft Xbox One S - 500GB weiß,162.85,Microsoft,Konsolen/Xbox,gut
2025-01-09 10:49:40,Microsoft Xbox Series S - 1TB carbon black,439.32,Microsoft,Konsolen,wie neu
2025-01-09 10:49:40,Microsoft Xbox Series X - 1TB schwarz,542.37,Microsoft,Konsolen,neu
2025-01-09 10:49:40,Microsoft Xbox Series S - 1TB carbon black,468.18,Microsoft,Konsolen,neu
